Tag,count
' Triple Room Luxury XXL King Size Bed ',7
' Business Single Room with Courtyard View ',7
' Landmark Junior Suite ',7
' Executive Room Queen size Bed ',7
' Deluxe Family Room with Two Double Beds with Paris View ',7
' Single Room City ',7
' Eiffel Tower Suite ',7
' Two Connecting Double Rooms 5 adults ',7
' Stayed 22 nights ',7
' Superior Room with Queen size Bed and Double Sofa Bed ',7
' Andaz Large King Room ',7
' Two Bedroom Penthouse Apartment ',7
' Superior Queen Suite with Sofa Bed 3 Adults ',7
' Prestige Room Swimming Pool Hammam Access upon reservation ',7
' Superior Room 2 Single Beds ',7
' Twin Executive Room ',7
' Privilege Room with 1 Queen Size bed ',7
' Superior Room with Double Bed ',7
' Two Connecting Classic Double Rooms ',7
' Junior Suite with VIP Services ',7
' Junior Suite with View of the Eiffel Tower ',7
' Deluxe Double or Twin Room with VIP Services ',7
' Couture Deluxe Double Room ',7
' King Room with Hyde Park View ',7
' Single Room with Spa Access ',7
' Squint Penthouse Suite ',7
' Double or Twin Room In dite ',7
' Prestige Room with Garden View Free WiFi ',7
' Stanhope Suite ',7
' One Bedroom Park Suite ',7
' Executive Triple Room 2 Adults 1 Child ',7
' Junior Suite with Bath ',7
' Superior Double or Twin Room for Single Use ',7
' Park King or Twin ',7
' Standard Room with Two Single Beds Renovated ',7
' King Room with City View Top floors ',7
' Double or Twin Room with Pool View ',7
' Deluxe Double or Twin Room Annex ',7
' Deluxe Twin Room with View ',7
' Junior Suite Cathedral View with Access to Executive Lounge ',7
' penta Junior Suite ',7
' Deluxe Plus Double or Twin Room ',7
' Junior Family Suite 3 Adults ',7
' King Junior Suite with View ',7
' Junior Suite Basement ',7
' Superior Apartment 4 Adults ',7
' Accessible Double Guest Room ',7
' Cosmopolitan Suite ',7
' Superior Room with King Bed ',7
' Grand Premium Double or Twin with Sea View ',7
' Luxury Two Bedroom Apartment ',7
' Junior Suite Twin 1 2 Adults ',7
' Canal View Deluxe Triple Room with Spa Bath Annex building ',7
' Large Suite ',7
' Deluxe Double or Twin Room with Opera View ',7
' King or Double Room with Panoramic View ',7
' Executive Double Twin City View ',7
' Spectacular Double Room ',7
' Deluxe Boulevard Twin Room ',7
' Penthouse Junior Suite with Access to Executive Lounge ',7
' Executive Twin Room with Whirlpool ',7
' Business Double or Twin Room Facing the Sea ',7
' Superior Room with Balcony or Terrace ',7
' Large Family Suite ',7
' Twin Room with Executive Lounge access ',7
' Superior Double or Twin Room with Extra Bed 2 Adults 1 Child ',7
' Single Room with Park View ',7
' Executive Double Room with Access to The Level Lounge ',7
' Twin Room with Park View ',7
' Deluxe Quadruple Room with Canal View ',7
' Premium View Double Room ',7
' Deluxe Double Room with Panoramic View ',7
' Suite Family and Friends ',6
' Junior Suite 2 Adults 1 Child ',6
' Deluxe Twin or Single Room ',6
' Two Connecting Rooms with Free Access to Hamman ',6
' Stayed 25 nights ',6
' Junior Double Suite ',6
' Executive Double Room Top Floor ',6
' King One Bedroom Suite ',6
' Deluxe King Suite ',6
' Single Room with Arc de Triomphe View ',6
' Two Connecting Rooms 3 persons ',6
' Bunk Bed Room ',6
' Privilege Room with Double Bed and Single Sofa Bed 3 Adults ',6
' Emotion Room with Terrace ',6
' Superior Double Room Ground Floor ',6
' Luxury Studio Suite ',6
' Andaz Large Suite ',6
' Double Junior Suite ',6
' Deluxe Twin Room 3 Adults ',6
' Superior King Room Non Smoking ',6
' Family Room Free Wi Fi ',6
' Stayed 30 nights ',6
' Superior Room with Balcony and Opera Garnier View ',6
' Single Room with Sauna Access ',6
' Junior Suite with Double Bed ',6
' Superior Suite with City View ',6
' Privilege Double Room with Terrace ',6
' Standard Double Room with Terrace ',6
' Deluxe Room with Spa Fitness Access ',6
' Deluxe Room 3 Adults ',6
' Park Suite ',6
' Executive Room 1 Queen size Bed 1 Sofa Bed Balcony ',6
' Jimmie Martin Penthouse Suite ',6
' Superior Room with Garden View Free Wifi ',6
' Junior Triple Suite ',6
' Standard Queen Room with Two Queen Beds ',6
' Superior Twin Room with Terrace ',6
' 2 Double Rooms next to each other ',6
' Queen Suite with Balcony and City View ',6
' Prestige Twin Room ',6
' Special Offer Sleep ParK Fly ',6
' Standard Double or Twin Room 3 Adults ',6
' Deluxe Double Room Non Smoking ',6
' Deluxe Double Room with Terrace and Private Pool ',6
' Premier Suite ',6
' Special Offer Double Room with Parking ',6
' Executive Double or Twin Room with view of Big Ben and Lounge Access ',6
' Junior Suite Canal View ',6
' Junior Suite with Access to Executive Lounge ',6
' Suite with Extra Bed ',6
' Delegate Deluxe Double Room ',6
' Premier Junior Suite 1 2 Adults ',6
' Basic Twin Room ',6
' King Superior Plus Room ',6
' Halkin Room ',6
' Large Comfort Twin Room Disability Access ',6
' Wonderful Bank with Canal View ',6
' Prestige Suite 2 Adults with canal view ',6
' Large Canal View Queen ',6
' View Twin ',6
' Twin Room with Pool View ',6
' King Plaza Executive Room ',6
' Wonderful Bank King ',6
' Hyatt Twin Room with View ',6
' Executive Double or Twin Room 3 Adults ',6
' Royal Duplex Suite ',6
' Junior Suite with Executive Lounge Access and Free Wifi ',6
' Junior Suite with Terrace and City view ',6
' Supreme Twin Room ',6
' King Room Mobility Accessible Non Smoking ',6
' Double without credit card ',6
' One Bedroom River View Suite ',6
' Executive Deluxe Double Room ',5
' Collection Suite ',5
' Penthouse Suite Family ',5
' Family with older children '],5
' Master Suite ',5
' Quadruple Suite ',5
' Executive Room with Queen Bed ',5
' 4 Person Suite ',5
' King Magistrate Suite ',5
' Deluxe Premium King Room ',5
' Executive Room with Queen Bed and a Sofa Non Smoking ',5
' Stayed 30 nights '],5
' 2 Connecting Rooms 4 Adults ',5
' Deluxe Junior Suite with Lounge Access ',5
' Suite Grand Lit ',5
' Stayed 24 nights ',5
' Superior Double Room with Tea Time Included ',5
' Junior Suite Parisienne ',5
' Suite Elys e ',5
' Studio Suite with Lounge Access ',5
' Junior King Suite with Pool Access ',5
' Connecting Double Rooms ',5
' Grand Premier Family Room ',5
' 5 rooms ',5
' Junior Suite Blue ',5
' Deluxe Room with 1 King bed ',5
' Adjacent Rooms ',5
' Executive Queen Room With Sofa Bed ',5
' Privilege Family Room ',5
' Superior Deluxe Double Room Pigalle 22 ',5
' Executive Room with 1 Queen Bed and 1 Sofa 3 Adults ',5
' Classic Adjacent Rooms ',5
' Standard room with 1 queen bed and sofa 3 Adults ',5
' Deluxe Apartment 4 Adults 2 Children ',5
' Superior Twin Room with Sofa Bed Non Smoking ',5
' Stayed 19 nights '],5
' Studio Twin Room ',5
' Hilton Deluxe Twin Room Plus ',5
' Special Offer Deluxe Double Room ',5
' 2 Connecting Deluxe Rooms with VIP Service for Kids ',5
' Duplex Room 4 Adults ',5
' Junior Suite with Shower ',5
' Autentic Double Room ',5
' Suite Oc ane ',5
' Deluxe Accessible Twin Room with View ',5
' Superior King Suite 3 adults ',5
' Deluxe Double Room Corner ',5
' Standard Room with terrace ',5
' Double or Twin Room Ladies Special ',5
' Premium Deluxe Double Room with River View ',5
' Business Twin Room with Courtyard View and Public Transport Ticket ',5
' Hilton Superior Twin Room ',5
' Loft Suite with Terrace ',5
' Double Queen Family Suite with Access to Executive Lounge ',5
' Hilton Superior Double Room ',5
' Superior Double Room with Sofa Bed and Pool View ',5
' Guest Queen Room with Two Queen Beds ',5
' Grand Suite with Canal View ',5
' Junior Suite with Sea View ',5
' Double Queen Executive Waterfront with Access to Executive Lounge ',5
' Executive Junior Suite with Sea View ',5
' Studio Suite Bank ',5
' Classic Double Room with Private Terrace ',5
' Large Double Room with Garden View ',5
' Universitat Double or Twin Room ',5
' Deluxe Double Room with Private Pool ',5
' Junior King Suite with View 3 Adults ',5
' Fabulous Bank King ',5
' Suite King ',5
' Corner View Suite ',5
' Double Room with Canal View ',5
' Executive Business Room with Double Bed ',5
' Double or Twin Room with Panoramic View ',5
' Executive Twin Room with Access to The Level Lounge ',5
' Suite Split Level ',5
' Four Seasons King Junior Suite ',5
' One Bedroom Suite with Air Conditioning ',5
' Deluxe King or Queen Room ',5
' Premium King or Queen Room ',5
' Stunning City Studio ',5
' Souterrain Twin Room ',5
' Duplex Family Suite with Spa Bath ',4
' Modern Double Room Narcisse ',4
' Plaza Club Room ',4
' Stayed 29 nights ',4
' Two Adjacent Deluxe Rooms ',4
' Signature Double Room ',4
' Junior Suite Premium with Spa Access ',4
' Junior Suite Give me the night ',4
' One Bedroom Suite with Park View ',4
' Superior Double Room with London Eye View ',4
' Modern Double Room Echo ',4
' Junior Suite Blue Sunshine ',4
' Executive Room Non Smoking ',4
' Deluxe Suite with River View ',4
' Executive Double or Twin Room with Executive Lounge Access ',4
' Junior Suite My Ch rie Amour ',4
' Secret Room with Spa Access ',4
' Suite with Garden View ',4
' Cabine Single Room ',4
' Junior Suite 4 Adults ',4
' Family Communicating Rooms ',4
' Privilege Suite ',4
' Stayed 26 nights ',4
' Grand Premier King Room ',4
' Stayed 20 nights '],4
' Two Adjacent Rooms ',4
' Apartments 4 Adults ',4
' Stayed 28 nights ',4
' Executive Double Room With Free Access to Steam Bath ',4
' Park View Studio ',4
' Business Double Room with 500 Frequent Flyer Miles ',4
' Club Junior Suite ',4
' Deluxe Queen Room with Sofa ',4
' Double Room Duchesse ',4
' Four Seasons Suite ',4
' Suite Deluxe ',4
' Deluxe Double Room Swimming Pool Hammam Access upon reservation ',4
' Superior Oversized Queen Room ',4
' Double Room Capricieuse ',4
' Deluxe Double Room with Terrace and Eiffel Tower View ',4
' Deluxe Double Room With Free Access to Steam Bath ',4
' Deluxe Room with Two Single Beds ',4
' Executive Room with 1 Queen Bed and 1 Sofa 2 Adults ',4
' King Suite Non Smoking ',4
' Executive Room with One Queensize Bed with Balcony ',4
' Standard Double Room 2 Adults ',4
' Duke of Monmouth Suite ',4
' Tradition Twin Room ',4
' Triple Junior Suite ',4
' Superior Room with One Double Bed ',4
' Superior One Bedroom Suite ',4
' Hyde Park Junior Suite with Park View ',4
' Large Double Room with Champs Elysees View ',4
' Junior Suite with Queen Bed 3 Adults ',4
' La Petite Maison ',4
' Single Room Tea Time Wine Tasting Included ',4
' King Suite with Sofa Bed 4 Adults ',4
' Privilege Room with a double bed ',4
' Suite Couture ',4
' Park Executive Suite ',4
' Executive Double Room with Sofa Bed ',4
' Solo Room ',4
' Premium Double or Twin Room with Sea View ',4
' Double Room with Parking ',4
' The Level Grand Premium Double or Twin Room with City View ',4
' King Suite with Executive Lounge Access ',4
' Luxury Double Room Large ',4
' Luxury One Bedroom Apartment ',4
' Queen Family Room ',4
' Deluxe Double Room with View and Disability Access ',4
' Luxury Duplex Room ',4
' King Executive Waterfront with Access to Executive Lounge ',4
' Executive Double or Twin Room with Private Terrace ',4
' Deluxe Family Room with 1 Double and 2 Single Beds 3 Adults ',4
' Superior Apartment 3 Adults ',4
' Executive Room with View and Lounge Access ',4
' Comfort Double Room with Park View ',4
' Twin Grand Premier Room ',4
' Twin Premier Room ',4
' Canal View Queens ',4
' One Bedroom King Suite 2 Adults ',4
' Double Room large ',4
' Queen Room with Roll In Shower Mobility Access Non Smoking ',4
' Junior Suite Double or Twin ',4
' Senior Suite 1 3 Adults ',4
' Twin Plaza Executive Room ',4
' New Amsterdam Suite ',4
' Superior Room with 1 Single Bed ',4
' Superior Double Room 2 Adults 1 Child ',4
' Executive Double or Twin Room with Club Lounge Access ',4
' Deluxe Junior Partial River View ',4
' Junior Suite Double ',4
' Room Assigned at Check in ',4
' Junior Suite With Private Garden ',4
' Corner Larger Executive room with Executive lounge access Free Wifi ',4
' Triple Room with Park View ',4
' Superior Double or Twin Room with Extra Bed 3 Adults ',4
' Junior Room ',3
' Grand Superior Room ',3
' Twin or Double Room with Terrace ',3
' Deluxe King Studio Suite ',3
' Premium Room 3 adults ',3
' Family Room Sleeps Four ',3
' Standard Family Suite with Two Connecting Rooms 4 Adults ',3
' Suite with free pool and hammam access ',3
' Family Room Two Connecting Rooms VIP Welcome for Kids ',3
' Two Connecting Double Rooms with Pool Access ',3
' Suite with View ',3
' Deluxe King Room 2 Adults ',3
' Terrace Junior Suite ',3
' Deluxe Twin Room with Eiffel Tower View ',3
' Duplex Suite with Sofa Bed ',3
' Two Connecting Double Rooms 4 Adults ',3
' Superior Suite 3 Adults ',3
' Curve Suite with Lounge Access ',3
' Junior Suite Saint Honor ',3
' Room with Paris View ',3
' Triple Room with Mobile Phone 3 adults ',3
' Executive Room with queen size bed and single sofa bed 3 Adults ',3
' Privilege Room with 2 Double Beds ',3
' Two Connecting Rooms 2 Adults 2 Children ',3
' Two Adjoining Double Rooms ',3
' Family Junior Suite ',3
' Privilege Twin Room ',3
' Ma tre Superior Double or Twin Room with Street View ',3
' Two Connecting Superior Twin Rooms ',3
' Superior Queen Room with Sofa Bed Non Smoking ',3
' Executive Master Suite ',3
' Junior Suite Twin ',3
' Club King Room with View and Lounge Access ',3
' Superior Double Room Plus L Insolente ',3
' Superior Room with Queen size bed and Sofa Bed 2 Adults ',3
' Regency King Suite with Lounge Access ',3
' Eiffel Suite ',3
' Studio My Little Haussmann ',3
' Diamond Suite Spa ',3
' Gallery Suite with Spa Access Free Wifi ',3
' Junior Suite Tendre Ros e ',3
' Stayed 26 nights '],3
' Executive King Suite ',3
' Ground Floor Queen Room Disability Access ',3
' Stayed 22 nights '],3
' Junior Suite Lavender ',3
' Deluxe Room with Spa Access Free Wifi ',3
' Superior Double or Twin Room with Eiffel Tower partial view ',3
' 2 Connecting Double Rooms ',3
' Junior Suite Split Level with Lounge Access ',3
' Room Sous les Toits 18m with Montmartre View ',3
' Art Deco Room Terrace ',3
' Superior Room with 1 Queen Bed and Sofa 3 Adults ',3
' Urban Triple Room ',3
' Junior Suite with Kingsize Bed 3 persons ',3
' Comfort Single Room with View ',3
' Premium King Room with View ',3
' Superior Classic Double Room ',3
' Superior room 3 persons ',3
' Superior Double Room with Courtyard View ',3
' Royal Suite ',3
' Park Deluxe Room ',3
' Standard Double Room with Sofa Bed ',3
' Bunk Bed in Twin Room Pigalle 12 ',3
' LM Club Double or Twin Room ',3
' Parisian Junior Suite ',3
' Loft Double Room with Terrace ',3
' Op ra Junior Suite ',3
' Superior Double Room Non Smoking ',3
' Design One Bedroom Suite ',3
' Standard Double Room with Two Double Beds ',3
' Suite Room 1 or 2 people ',3
' Executive Suite with Free Airport Shuttle Service from 5 00am to 00 30am ',3
' Executive Room with Queen Bed Renovated ',3
' River Twin Suite ',3
' Junior Alcove Suite with Access to Executive Lounge ',3
' Park Deluxe King or Twin ',3
[' Couple '],3
' Double or Twin Room Business Advantage ',3
' Two Connecting Double Rooms 2 Adults 2 Children ',3
' Junior Suite 3 Adults with Spa Access ',3
' Attic Suite 1 or 2 people ',3
' Executive Deluxe ',3
' Executive Deluxe Double Room with Spa Access ',3
' Premier Double Room with Panoramic View and Executive Lounge Access ',3
' Twin Room with City View Top Floor ',3
' Double Room 2 Adults 1 Child ',3
' Special Offer Comfort Double Room with Breakfast and Parking Included ',3
' Deluxe Two Bedroom Suite ',3
' Single Room with Garden View ',3
' Junior Suite High Floor ',3
' Special Offer Double Room Park and Sleep inklusive Breakfast ',3
' Junior Suite with View and Disability Access ',3
' Junior Conservatory with King Bed ',3
' Double or Twin Room with Extra Bed 2 Adults 1 Child ',3
' Special Offer Classic Room ',3
' Superior Suite with Garden View ',3
' Penthouse Suite with Balcony ',3
' Suite 1 2 Adults ',3
' Stayed 28 nights '],3
' Luxury Suite Triple ',3
' King One Bedroom Suite with Living Room ',3
' Superior Apartment 2 Adults ',3
' Deluxe Triple Room with Spa Access ',3
' Deluxe Double or Twin Room with Parking ',3
' K Suite ',3
' King Room with Sea View ',3
' Business Apartment 1 Adult ',3
' Triple Room Annex ',3
' Suite Reloj ',3
' Marvelous Suite Exchange ',3
' One Bedroom Apartment Penthouse ',3
' Executive Room with Two Double Beds and Executive Lounge Access ',3
' Twin Hilton Sea View ',3
' Cool Corner Exchange ',3
' Premium Double Room with Terrace ',3
' Hyatt Queen Room with View ',3
' Executive Black Suite ',3
' Deluxe Family Room with SPA Access ',3
' Double Room Medium Heritage ',3
' Hilton Relaxation Room ',3
' Junior Suite 2 Adults 2 Children ',3
' Hansen Suite ',3
' Superior Double or Twin Room XL with Extra Bed 3 Adults ',3
' Twin Room Mobility Access ',3
' Family Room 5 Adults ',3
' Deluxe Double or Twin Room with Spa Bath ',3
' Deluxe Double Room with Lounge Access ',3
' Queen Room with Executive Lounge Access ',3
' Triple Room with City View ',3
' Comfort Triple Room with Spa Bath ',3
' Mandarin Double or Twin Room ',3
' Junior Suite 5 Adults ',3
' Family Suite with Balcony ',2
' Suite with Glass of Champagne ',2
' Junior Suite Jungle Fever with Hot Tub ',2
' Classic Single Room with Spa Access ',2
' 2 Adjacent Superior Rooms ',2
' Suite with Eiffel Tower View VIP welcome ',2
' Suite VIP welcome ',2
' Junior Suite with Pool Access ',2
' Junior Suite with Lounge Access and City View ',2
' Executive Queen Room with Sofa Bed 3 Adults ',2
' Executive Room Selected at Check In ',2
' Executive Double Room with Terrace ',2
' Marvellous Suite ',2
' Accessible Studio Suite ',2
' Two Adjacent Double Rooms with free pool and hammam access ',2
' Suite Terasse Eiffel ',2
' Knightsbridge Suite ',2
' Prestige Double Room With View ',2
' Interconnecting Rooms ',2
' Club Suite ',2
' Two Adjacent Rooms 5 Adults ',2
' Green Park Suite ',2
' Executive Room with views of Paris Queen size bed and Double Sofa Bed 2 Adults 2 Children ',2
' Two Adjacent Classic Double Rooms ',2
' King One Bedroom Suite with Lounge Access ',2
' Standard Double Room with City View ',2
' Deluxe Quadruple Room with Paris View ',2
' King Deluxe One Bedroom Suite with Lounge Access ',2
' Superior Room with 2 zip beds ',2
' Junior Queen Suite with Sofa Bed ',2
' Exception Room ',2
' Double Room Mus e d Orsay with Spa Bath ',2
' Special Offer Superior Queen Room ',2
' Superior Room with Balcony ',2
' Suite with Eiffel Tower View ',2
' Executive Room with Two Queen Beds ',2
' Deluxe Eiffel Twin ',2
' Suite Designer ',2
' Deluxe Queen Room with Pool View ',2
' Suite with Spa Access ',2
' Comfort Family Room ',2
' Octagon Suite with Lounge Access ',2
' Superior Queen Room with Extra Bed 3 Adults ',2
' Accessible King Room with Lounge Access ',2
' Prestige Triple Room ',2
' Junior Suite with living room ',2
' Double or Twin Room with Terrace and Panoramic View ',2
' Family Apartment 4 Adults with Spa access ',2
' Double Room Atelier d Artiste with Spa Bath ',2
' Suite Trocadero Balcony with Eiffel Tower View ',2
' Junior Suite 2 adults and 1 child Free Wi Fi ',2
' La Reflet Junior Suite ',2
' Deluxe Double Room 1 Adult ',2
' Premier Shard Suite ',2
' Art Deco Deluxe Room View and Terrace ',2
' Skylight Deluxe Executive Room ',2
' Luxury Suite Conservatory with Lounge Access ',2
' Junior king Suite 3 Adults ',2
' Champs Elys es Prestige Room ',2
' Duplex Deluxe Triple Room 2 Adults 1 Child ',2
' Junior Suite With Free Access to Steam Bath ',2
' Executive Queen Suite ',2
' Deluxe Triple Suite ',2
' Deluxe Triple Room Swimming Pool Hammam Access upon reservation ',2
' Executive Suite with Queen Bed and Sofa Bed 2 Adults ',2
' Junior Suite Royal ',2
' Junior Suite Sans Mod ration ',2
' La Rouge Suite ',2
' Junior Suite Triple ',2
' Double Deluxe Suite ',2
' Small Studio ',2
' Premium Lafayette ',2
' Stayed 23 nights '],2
' Three Bedroom Apartment ',2
' Suite Tea Time Wine Tasting Included ',2
' 2 Connecting Rooms ',2
' Three Bedroom Suite ',2
[' Group '],2
' Junior Suite with Spa Access 3 Adults ',2
' Executive Premium Queen Room with Sofa Bed ',2
' Mansart Executive Room ',2
' Junior Suite with Bath and Shower ',2
' Deluxe Double Room Pigalle 21 ',2
' The Duplex ',2
' Couture Junior Suite ',2
' Superior Room with Garden View ',2
' Two Adjoining Rooms with Dock View Main Deck ',2
' One Double Suite NonSmoking ',2
' Chic Twin or Double Room ',2
' Two Bedroom Deluxe Suite ',2
' Twin Junior Suite ',2
' Cabaret Junior Suite ',2
' King or Queen Studio ',2
' Executive Double Room Non Smoking ',2
' King Suite with Sofa Bed 3 Adults ',2
' Vend me Deluxe Room ',2
' Standard Double Room with Panoramic View ',2
' Family Room Free WiFi ',2
' Executive Queen Room 2 adults ',2
' Double Room with Fitness Equipment ',2
' Park Deluxe View Twin ',2
' Twin Executive Plus Room ',2
' Standard Room with Queen Bed and Sofa Bed ',2
' Hilton Executive Suite with Lounge Access ',2
' Superior Twin Room with Airconditioning ',2
' Special Offer Classic Room with Parking ',2
' Park Suite King ',2
' Superior Double Room with Terrace and Mountain View ',2
' Stayed 27 nights '],2
' Twin Junior Suite City View with Access to Executive Lounge ',2
' Superior Twin Room with Extra Bed 2 adults 1 child ',2
' Minsters Deluxe Two Bedroom Suite ',2
' Park Deluxe View ',2
' Park Suite View ',2
' Palais Suite ',2
' Junior Suite 2 Adults with Free Airport Shuttle Service from 5 00am to 00 30am ',2
' Deluxe King Room Disability Access ',2
' Special Offer Double or Twin Room with Parking ',2
' King Deluxe Family Room Connecting Doors ',2
' Twin Hilton Room Plus ',2
' Presidential suite with view terrace ',2
' Superior Double Room with Terrace and Jacuzzi ',2
' Penthouse Suite with View ',2
' Superior Double or Twin Room with Patio ',2
' Hilton Superior King Room ',2
' Special Offer Single Room with Continental Breakfast ',2
' Elisabeth Suite ',2
' Business Suite ',2
' King Waterfront Suite with Access to Executive Lounge ',2
' Studio Suite with Club Lounge Access ',2
' Superior King Room with Pool View ',2
' Balcony Suite with Executive Lounge Access ',2
' Quadruple Apartment ',2
' Deluxe Double or Twin Room with Panoramic Sea View ',2
' One Bedroom Suite with Executive Lounge Access ',2
' Special Offer Double Room with Continental Breakfast ',2
' Queen Guest Room Mobility Accessible ',2
' One Bedroom Suite 1 2 Adults ',2
' Superior Room with 1 Double Bed and Sofa ',2
' Special Offer Double Room Park and Sleep ',2
' Amsterdam Street Art Double Guest Room ',2
' Prestige One Bedroom Suite with River View ',2
' Suite Canal View ',2
' Deluxe Family Room 3 Adults ',2
' Deluxe Family Room with 1 Double and 2 Single Beds ',2
' Superior Double Room New Style ',2
' Club Suite with Executive Lounge Access ',2
' Business Plus Single Room with Balcony ',2
' Grand Suite Duplex ',2
' Club Suite with Club Lounge Access ',2
' Guest Room with Balcony ',2
' The Rooks Nest ',2
' Classic Twin or Double Room ',2
' Twin Room with City View ',2
' Double Room Large Heritage ',2
' Fabulous Bank Canal ',2
' Suite 1 3 Adults ',2
' Special Offer Deluxe Double or Twin Room ',2
' Executive Double Room with Square View ',2
' Standard Triple Room 3 Adults ',2
' Special Offer Standard Double or Twin Room ',2
' Royal Penthouse with Canal View ',2
' Ring Suite ',2
' Economy Apartment 2 adults ',2
' Executive Twin Room with City View ',2
' Comfort Club Double or Twin Room ',2
' Executive King Suite with Lounge Access ',2
' Superior Executive Room with Executive Lounge Access ',2
' Double Room Disability Access Tub ',2
' Executive Double Room Single Use ',2
' One Bedroom Family Suite ',2
' Park Junior Suite ',2
' Four Seasons Twin Junior Suite ',2
' Queen Single Room ',2
' Large One Bedroom Apartment ',2
' Deluxe Junior Suite with Spa Bath ',2
' Supreme Double Room ',2
' Superior Double Room 1 Adult ',2
' King Junior Suite with Executive Lounge Access ',2
' Superior Double or Twin Room XL with Extra Bed 2 Adults 1 Child ',2
' Business Double Room 1 Adult ',2
' Park Deluxe Executive King ',2
' Executive Room with Double Bed ',2
' One Bedroom Suite with Sofa Bed ',1
' Special Offer Classic Double Room ',1
' Duplex King Suite 3 Adults ',1
' Standard Family Suite with Two Connecting Rooms ',1
' Queen Guest Room with Terrace ',1
' Signature Room ',1
' Junior Suite 3 Adults or 2 Adults 1 Child ',1
' Duplex King Suite ',1
' Executive with Two Double Beds ',1
' King Room or Twin Room Disability Access ',1
' Family Room Two connecting Rooms 3 Adults ',1
' Suite Juliana ',1
' Suite with Club Lounge Access ',1
' Suite Champs lys es ',1
' Tower Suite with Lounge Access ',1
' Two Bedroom Suite with Private Access to Pool and Spa ',1
' Penthouse ',1
' Suite with Executive Lounge Access ',1
' Executive Suite Free Executive Lounge Access ',1
' Suite Free Executive Lounge Access ',1
' Junior Suite Attic ',1
' Double Room 3 Adults ',1
' Executive Vend me Triple Room ',1
' Suite Marignan Eiffel ',1
' Triple Executive Room ',1
' Eiffel Suite with partial view ',1
' Queen One Bedroom Suite ',1
' Oscar Wilde Room ',1
' Superior Suite 4 Adults ',1
' Ashburn Suite ',1
' Grand Executive Room ',1
' Deluxe Pantheon Room ',1
' Four Connecting Rooms ',1
' Deluxe Double Room with Hammam ',1
' Stayed 24 nights '],1
' Deluxe Double Room with City View and Spa Access ',1
' 2 double Connecting Rooms ',1
' Executive Double Room with Mobile Phone ',1
' Executive Double Room Eiffel Tower View with 1 Queensize and Sofa Bed ',1
' Superior Twin Room with Tea Time Included ',1
' Grand Executive Room with City View ',1
' Couture Suite ',1
' Studio with Spa Access ',1
' Junior Suite 3 Adults with Paris View ',1
' 2 Connecting Rooms 5 Adults ',1
' Double Twin Rooms Next to Each Other ',1
' Deluxe Suite 2 Adults with Paris View ',1
' Suite Aurore ',1
' Suite with River View ',1
' Stayed 25 nights '],1
' Grand Premier Suite ',1
' Suite Cocotte ',1
' Three Bedroom Luxury Apartment ',1
' Stayed 29 nights '],1
' Twin Bed Suite ',1
' Privil ge Suite with 1 Double Bed and Sofa ',1
' Double Room Radieuse ',1
' Art Deco Room Balcony ',1
' Corner Suite 2 Adults 1 Child ',1
' King Room Balcony with view on Eiffel Tower View Free Wi Fi ',1
' La Mathurin Suite ',1
' Shoreditch Suite ',1
' Duplex Triple Room ',1
' Regency Executive Suite with Lounge Access ',1
' Two Double Adjoining Rooms ',1
' Deluxe Twin Room with Terrace and Eiffel Tower View ',1
' Junior Suite with Free Bottle of Champagne ',1
' Townhouse Apartment ',1
' Townhouse Suite ',1
' Family Suite with adjoining rooms ',1
' Two Bedroom Suite with Terrace ',1
' Suite with hammam ',1
' Bobo Queen or Twin Room with Spa access ',1
' Double Room with 2 tickets for a Cruise on the Seine river ',1
' Deluxe Double Room with Balcony and Free Pool Access ',1
' Grand Historique Suite ',1
' Panoramic Suite ',1
' Two Adjoining Rooms ',1
' Prestige Suite with Private Terrace ',1
' Double Room Rouge Epic e ',1
' Urban Queen Room with Spa access ',1
' Family Room three bedrooms communicating ',1
' Art Deco Deluxe Room Patio and Terrace ',1
' Club Twin Room with Lounge Access ',1
' Two Adjacent Superior Double Rooms ',1
' Suite Superior ',1
' Parisian Suite ',1
' Deluxe Suite 4 Adults ',1
' Champs Elys es Prestige Junior Suite ',1
' Artist s Studio King Junior Suite with Spa access ',1
' Junior Suite with Twin Beds ',1
' Park Deluxe Suite ',1
' Executive Premium Queen Room ',1
' Belgravia Suite ',1
' One Bedroom Suite with Courtyard View ',1
' Deluxe Family Room 2 Adults 2 Children ',1
' Loft Double Room ',1
' Park Room ',1
' Quadruple Room with Sauna Access ',1
' Suite Family Room 2 Adults 2 Children ',1
' Suite with Free Bottle of Champagne and Spa Fitness Access ',1
' King Room with Disability Access Non Smoking ',1
' Rooftop Suite ',1
' Smart Triple Room ',1
' Double or Twin Junior Suite ',1
' Prestige King Room Non Smoking ',1
' Eiffel Loft ',1
' Privilege Room with Hammam ',1
' Classic Double Room with Balcony ',1
' Horizon Suite with Dock View ',1
' Park Deluxe Queen ',1
' Apartement ',1
' Easter Special Executive King Room ',1
' One Bedroom Classic Suite ',1
' Two Adjoining Rooms with Dock View Upper Deck ',1
' Junior Suite Free Wifi ',1
' Two Connecting Executive Rooms ',1
' Two Adjacent Double Room ',1
' Suite with Knightsbridge View ',1
' Family Room 6 Adults ',1
' Park Twin ',1
' Original Double Room ',1
' Suite Pigalle 35 ',1
' Executive Double Room with Spa Fitness Access ',1
